age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,20,-1,40,Italy,<=50K
19,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,11,0,40,United-States,<=50K
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,-31,1,69,United-States,>50K
70,Private,Doctorate,16,Married-civ-spouse,Tech-support,Husband,White,Male,-27,2000,40,China,>50K
25,State-gov,11th,7,Never-married,Sales,Own-child,White,Female,47,0,14,United-States,<=50K
40,Federal-gov,12th,10,Never-married,Sales,Not-in-family,White,Male,-9,-1,50,United-States,<=50K
44,Private,Some-college,7,Never-married,Protective-serv,Other-relative,White,Male,-60,-1,40,United-States,<=50K
76,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,2634,-1,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-46,-1,40,United-States,>50K
31,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,-21,-1,57,United-States,<=50K
62,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7509,2,63,United-States,>50K
40,State-gov,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,-23,-1,57,England,<=50K
73,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,Male,14,-1,50,United-States,<=50K
65,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,-23,1,40,United-States,<=50K
51,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-28,0,40,United-States,<=50K
44,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,-68,-1,40,United-States,<=50K
38,Local-gov,HS-grad,12,Never-married,Exec-managerial,Not-in-family,White,Female,8,-2,40,United-States,<=50K
64,Without-pay,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-17,-1,40,United-States,<=50K
37,Private,Preschool,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2649,0,40,Cuba,<=50K
35,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,5,-3,40,United-States,<=50K
24,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,-26,4,23,United-States,<=50K
73,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-22,-2,40,United-States,<=50K
66,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,Black,Female,49,0,40,South,<=50K
46,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Wife,White,Male,48,0,60,United-States,>50K
48,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,1,-3,36,United-States,>50K
22,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,-28,1,60,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,-6,-1,40,United-States,<=50K
27,State-gov,Some-college,10,Never-married,Sales,Own-child,White,Male,-8,1813,18,United-States,<=50K
43,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-24,1,40,France,<=50K
20,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,-30,-1,40,Cambodia,<=50K
24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,0,40,United-States,<=50K
75,Self-emp-inc,Some-college,7,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,20,0,23,Portugal,<=50K
26,Private,10th,6,Married-civ-spouse,Other-service,Husband,Other,Female,26,1,13,Vietnam,<=50K
36,Self-emp-not-inc,HS-grad,16,Married-civ-spouse,Protective-serv,Husband,White,Male,-37,-1,40,United-States,>50K
47,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-17,0,40,Mexico,<=50K
32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,19,0,50,United-States,<=50K
24,Private,Bachelors,10,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,-35,-1,40,United-States,<=50K
48,State-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,-30,-1,40,United-States,>50K
37,Private,Assoc-acdm,10,Married-civ-spouse,Other-service,Husband,White,Female,-30,-1,63,United-States,<=50K
36,Private,HS-grad,9,Married-AF-spouse,Sales,Other-relative,White,Female,-17,0,40,United-States,<=50K
72,Private,5th-6th,10,Married-spouse-absent,Other-service,Other-relative,White,Male,-25,1,40,Ecuador,<=50K
66,Without-pay,Some-college,4,Married-civ-spouse,Sales,Husband,Black,Male,13,0,40,United-States,>50K
39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,19,-1,60,United-States,<=50K
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,-1,40,China,>50K
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,31,-1,40,Jamaica,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-42,-2,40,United-States,>50K
21,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,-26,-1,40,Vietnam,>50K
51,Private,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,White,Male,-18,2,40,Puerto-Rico,<=50K
45,Private,9th,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-18,-1,40,China,>50K
32,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,-33,1,11,United-States,<=50K
27,Private,HS-grad,4,Never-married,Handlers-cleaners,Own-child,White,Male,2824,1,40,United-States,<=50K
47,Local-gov,Some-college,11,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,-2,0,43,Italy,<=50K
22,Self-emp-not-inc,10th,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,-12,0,12,United-States,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-62,2,50,United-States,<=50K
46,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,15536,-1,50,Peru,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,-17,-1,40,Guatemala,<=50K
64,Private,Masters,13,Married-spouse-absent,Tech-support,Unmarried,Other,Female,-80,-1,40,United-States,<=50K
22,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,-8,2,22,United-States,<=50K
38,Self-emp-inc,Assoc-acdm,4,Married-civ-spouse,Sales,Husband,White,Male,7695,0,40,United-States,>50K
53,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-22,2,49,United-States,<=50K
26,Local-gov,Some-college,13,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,-17,0,14,United-States,<=50K
71,Private,HS-grad,11,Widowed,Other-service,Unmarried,Black,Female,2,1,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,3083,-1,50,India,<=50K
50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-32,0,40,United-States,>50K
42,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-18,-1,40,Mexico,<=50K
24,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,-31,-2,40,Dominican-Republic,<=50K
46,Self-emp-not-inc,Some-college,10,Never-married,Sales,Husband,White,Male,-24,1759,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,-21,-2,36,Puerto-Rico,<=50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-50,2,21,United-States,<=50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,-29,0,40,United-States,<=50K
45,State-gov,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,67,United-States,>50K
37,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,White,Male,0,-1,40,United-States,<=50K
22,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,2260,1,40,Philippines,<=50K
50,Local-gov,Some-college,10,Widowed,Sales,Not-in-family,White,Male,-54,1877,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-29,1829,40,United-States,<=50K
29,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,-1,0,21,United-States,<=50K
44,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,9,-1,40,United-States,<=50K
44,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,-47,2,40,United-States,<=50K
37,Private,9th,9,Never-married,Sales,Unmarried,White,Male,12,-2,40,United-States,<=50K
37,Local-gov,Masters,9,Divorced,Other-service,Unmarried,White,Female,-4,-2,40,United-States,<=50K
61,Private,Assoc-acdm,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-51,1,40,Mexico,<=50K
63,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-24,2,40,Hong,>50K
25,State-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,-22,-1,40,United-States,<=50K
28,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,-42,0,40,United-States,<=50K
33,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,-35,0,40,United-States,<=50K
46,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,-30,-1,49,United-States,<=50K
33,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Male,-31,0,40,United-States,<=50K
65,Private,Preschool,2,Never-married,Other-service,Own-child,White,Male,-39,-1,18,United-States,<=50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,-13,-1,37,United-States,<=50K
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,2,1,21,Dominican-Republic,<=50K
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,-2,1,40,United-States,<=50K
64,Private,Masters,10,Widowed,Adm-clerical,Unmarried,White,Female,-11,-2,45,United-States,<=50K
60,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,1,50,United-States,>50K
51,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,20,1,70,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-66,0,40,United-States,<=50K
50,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-41,0,40,United-States,<=50K
39,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,-13,0,13,United-States,<=50K
48,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,35,0,40,United-States,>50K
34,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,Black,Female,34,-2,40,United-States,<=50K
52,Private,Bachelors,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,-1,2,59,United-States,<=50K
61,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,6,2,40,United-States,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-11,1755,45,United-States,>50K
53,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,-2,40,United-States,>50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,-32,-1,40,United-States,<=50K
47,Private,Preschool,13,Married-civ-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,-34,1,40,Mexico,<=50K
26,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,44,-1,35,United-States,<=50K
55,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-29,2,22,United-States,<=50K
39,Private,HS-grad,13,Married-civ-spouse,Protective-serv,Other-relative,White,Male,-6,1,36,United-States,<=50K
36,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,-64,1,40,United-States,<=50K
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-20,2,40,United-States,<=50K
37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-16,-1,40,United-States,<=50K
30,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,-70,2,40,Guatemala,<=50K
33,Private,HS-grad,4,Married-civ-spouse,Other-service,Husband,White,Male,4,1,40,Greece,<=50K
46,Local-gov,Masters,11,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,-47,-1,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,-11,0,22,United-States,<=50K
49,Private,Assoc-acdm,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,3,40,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,-14,1,19,United-States,<=50K
38,Private,7th-8th,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,8,2,40,Canada,<=50K
65,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,4,1,40,India,<=50K
29,Private,Bachelors,13,Never-married,Sales,Own-child,Black,Male,-21,1,49,United-States,<=50K
31,State-gov,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,-11,0,17,United-States,<=50K
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,-48,0,36,Ecuador,<=50K
31,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,-45,-2,40,United-States,<=50K
23,State-gov,Some-college,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,32,1902,22,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,-42,-1,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,-6,0,8,United-States,<=50K
20,Private,10th,7,Married-AF-spouse,Sales,Own-child,White,Female,-47,1,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-53,3,40,United-States,<=50K
64,State-gov,Some-college,11,Divorced,Prof-specialty,Not-in-family,White,Female,-2,-3,40,El-Salvador,<=50K
23,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,-19,1,21,United-States,<=50K
58,Private,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,15,1,40,Mexico,<=50K
39,Federal-gov,HS-grad,9,Never-married,Sales,Own-child,White,Male,-37,1,40,Mexico,<=50K
49,Private,Assoc-acdm,9,Widowed,Exec-managerial,Not-in-family,Black,Female,-28,-1,40,Peru,<=50K
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,7413,-1,60,Philippines,>50K
45,Private,Masters,12,Never-married,Adm-clerical,Not-in-family,Black,Female,-42,-3,37,Puerto-Rico,<=50K
28,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-49,0,40,United-States,<=50K
51,Self-emp-not-inc,Bachelors,10,Widowed,Exec-managerial,Not-in-family,White,Female,38,-4,35,United-States,<=50K
72,Private,Doctorate,16,Married-civ-spouse,Protective-serv,Husband,White,Male,3291,0,65,United-States,>50K
26,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,4167,-1,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-35,1,36,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,6777,0,45,United-States,>50K
51,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,-36,1,30,United-States,<=50K
39,Private,HS-grad,9,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,22,-2,40,Philippines,<=50K
22,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,29,2,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,-32,-2,40,El-Salvador,<=50K
34,Self-emp-not-inc,7th-8th,3,Divorced,Other-service,Other-relative,Other,Male,-32,0,23,Mexico,<=50K
59,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-45,3,12,United-States,<=50K
64,Private,9th,3,Married-civ-spouse,Other-service,Husband,Other,Male,0,1,40,El-Salvador,<=50K
48,Private,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,21,3,40,Cuba,<=50K
37,Federal-gov,HS-grad,9,Never-married,Sales,Unmarried,Other,Female,-31,-1,11,United-States,<=50K
59,Federal-gov,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,-4,1,26,United-States,<=50K
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,7,1,59,United-States,>50K
23,Private,Some-college,12,Never-married,Sales,Not-in-family,White,Male,14,-2,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,-41,2,23,United-States,<=50K
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,-61,0,40,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2896,0,50,United-States,>50K
24,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,27,1,58,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,-11,0,40,United-States,<=50K
39,Private,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,8,0,50,United-States,>50K
44,Private,Prof-school,16,Married-civ-spouse,Prof-specialty,Wife,White,Male,-13,1,40,United-States,>50K
50,Self-emp-not-inc,10th,15,Married-civ-spouse,Craft-repair,Husband,White,Male,-49,-1,40,United-States,<=50K
42,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-39,1,45,United-States,>50K
29,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,19,-1,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,46,-1,40,Greece,>50K
45,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,-83,2,40,United-States,<=50K
29,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,-71,0,40,Philippines,<=50K
27,Private,Some-college,10,Married-spouse-absent,Sales,Unmarried,Other,Male,6,0,40,Mexico,<=50K
61,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4,-1,23,United-States,<=50K
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-37,-2,40,United-States,<=50K
44,Local-gov,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,-39,2,21,United-States,<=50K
60,Local-gov,Assoc-voc,12,Separated,Other-service,Unmarried,White,Female,-44,0,40,United-States,<=50K
53,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,-41,0,30,United-States,>50K
49,Private,Assoc-voc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,1,65,United-States,<=50K
43,Private,9th,4,Never-married,Other-service,Not-in-family,Other,Male,-16,1,40,Mexico,<=50K
25,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,35,-2,40,United-States,<=50K
49,State-gov,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Male,10,-1,40,United-States,<=50K
65,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15004,3,36,United-States,>50K
29,Private,7th-8th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-99,2,40,Poland,<=50K
46,Private,Masters,11,Married-civ-spouse,Other-service,Wife,White,Female,18,1,44,United-States,>50K
25,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,-64,0,24,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,-62,1,40,United-States,<=50K
34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-11,0,30,United-States,<=50K
41,Private,10th,4,Never-married,Prof-specialty,Not-in-family,White,Male,-39,-1,40,Mexico,<=50K
62,Private,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,-46,2,40,Puerto-Rico,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,-26,-2,36,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-7,1,40,United-States,<=50K
58,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,57,-1,20,United-States,<=50K
55,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,3,44,United-States,>50K
23,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,White,Male,-31,0,58,United-States,<=50K
23,Local-gov,Some-college,10,Never-married,Farming-fishing,Husband,White,Male,-66,-2,37,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,12,-2,40,Puerto-Rico,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-32,-1,40,United-States,<=50K
55,Self-emp-inc,Doctorate,15,Married-civ-spouse,Sales,Husband,White,Male,2,1,70,United-States,>50K
21,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,-3,-1,22,United-States,<=50K
21,Private,10th,11,Never-married,Transport-moving,Own-child,White,Male,-42,0,59,United-States,<=50K
37,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,43,1,40,Taiwan,<=50K
28,Private,Preschool,3,Married-civ-spouse,Craft-repair,Husband,White,Male,-36,0,40,Mexico,<=50K
46,Self-emp-not-inc,Assoc-voc,4,Married-civ-spouse,Other-service,Husband,Other,Female,-24,0,36,Italy,<=50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,-12,0,44,China,<=50K
19,State-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,-26,1,40,Outlying-US(Guam-USVI-etc),<=50K
63,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,-3,0,46,United-States,>50K
39,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,-23,1,40,United-States,<=50K
24,State-gov,HS-grad,9,Separated,Other-service,Other-relative,White,Female,-6,1,40,Dominican-Republic,<=50K
50,Private,Bachelors,11,Married-civ-spouse,Other-service,Husband,White,Male,6,1,40,United-States,>50K
33,Private,Bachelors,4,Never-married,Craft-repair,Other-relative,Black,Male,-42,-1,40,Thailand,<=50K
44,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,14,-1,40,United-States,<=50K
21,Private,11th,7,Never-married,Other-service,Own-child,White,Male,-26,1,10,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-48,0,40,United-States,<=50K
23,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,-17,1,40,Italy,<=50K
20,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,-47,1,13,United-States,<=50K
56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-49,1,40,United-States,<=50K
55,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-33,-3,40,United-States,<=50K
44,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,18,0,40,United-States,<=50K
39,Private,HS-grad,9,Married-AF-spouse,Transport-moving,Own-child,Black,Female,20,0,36,United-States,<=50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,-20,0,16,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-2,1,36,United-States,<=50K
58,Self-emp-not-inc,Assoc-voc,15,Married-civ-spouse,Sales,Husband,White,Male,-16,1,62,United-States,>50K
50,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,10,1,66,United-States,>50K
20,Private,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,5,0,40,Mexico,<=50K
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,-17,1,40,United-States,<=50K
34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,-62,1,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-55,1,40,United-States,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,21,1820,40,United-States,>50K
69,State-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,-46,-2,40,United-States,<=50K
32,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,1715,40,United-States,>50K
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,16,-2,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,-34,1,22,United-States,<=50K
40,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-24,0,40,United-States,>50K
21,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Cuba,<=50K
29,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,-4,0,40,United-States,<=50K
38,Private,Assoc-voc,14,Divorced,Prof-specialty,Not-in-family,Other,Female,27,1,36,United-States,<=50K
32,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,8,-2,49,India,<=50K
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3179,1,50,United-States,>50K
46,Private,1st-4th,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,8269,0,31,Japan,>50K
45,Private,Doctorate,11,Married-civ-spouse,Protective-serv,Husband,White,Male,7724,1,40,United-States,>50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,-71,-2,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,-12,0,59,United-States,<=50K
49,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-59,0,40,United-States,<=50K
50,Local-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,-16,-2,60,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,-14,0,40,United-States,<=50K
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White,Male,-1,-1,40,United-States,<=50K
45,Private,11th,7,Never-married,Sales,Own-child,White,Female,8,3,64,United-States,<=50K
47,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,48,3,40,United-States,>50K
58,Private,Assoc-acdm,7,Separated,Other-service,Not-in-family,White,Female,-19,1,40,El-Salvador,<=50K
30,Private,9th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-35,-2,40,Scotland,<=50K
65,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-38,0,40,United-States,<=50K
68,Private,11th,12,Married-civ-spouse,Tech-support,Husband,White,Male,25,-2,40,United-States,<=50K
51,Private,1st-4th,5,Never-married,Adm-clerical,Not-in-family,Black,Female,15,-1,40,United-States,<=50K
